person_id,x,y
1288,-8.312000000000001,10.214
1288,-8.338,10.195
1288,-8.394,10.154
1288,-8.476,10.121
1288,-8.551,10.097999999999999
1288,-8.667,10.064
1288,-8.782,10.033
1288,-8.871,10.011000000000001
1288,-8.968,10.024
1288,-9.056000000000001,9.999
1288,-9.091000000000001,9.97
1288,-9.134,9.89
1288,-9.126,9.919
1288,-9.138,9.906
1288,-9.137,9.914
1288,-9.171,9.885
1288,-9.204,9.838
1288,-9.288,9.847000000000001
1288,-9.332,9.852
1288,-9.379,9.805
1288,-9.43,9.759
1288,-9.509,9.709
1288,-9.582,9.647
1288,-9.642999999999999,9.609
1288,-9.674,9.583
1288,-9.717,9.549
1288,-9.792,9.513
1288,-9.86,9.497
1288,-9.93,9.442
1288,-10.006,9.373
1288,-10.073,9.321
1288,-10.132,9.272
1288,-10.205,9.237
1288,-10.241,9.193999999999999
1288,-10.288,9.142999999999999
1288,-10.322000000000001,9.102
1288,-10.387,9.074
1288,-10.484000000000002,9.093
1288,-10.501,9.02
1288,-10.565,8.943
1288,-10.635,8.912
1288,-10.709000000000001,8.863
1288,-10.795,8.811
1288,-10.87,8.775
1288,-10.909,8.755
1288,-10.935,8.728
1288,-10.946,8.693
1288,-11.042,8.657
1288,-11.145,8.611
1288,-11.197000000000001,8.577
1288,-11.235999999999999,8.543
1288,-11.282,8.495
1288,-11.343,8.462
1288,-11.433,8.415
1288,-11.54,8.35
1288,-11.628,8.267000000000001
1288,-11.694,8.205
1288,-11.763,8.167
1288,-11.842,8.137
1288,-11.918,8.12
1288,-11.992,8.067
1288,-12.081,7.9910000000000005
1288,-12.17,7.942
1288,-12.249,7.943
1288,-12.297,7.926
1288,-12.364,7.919
1288,-12.440999999999999,7.904
1288,-12.546,7.836
1288,-12.642999999999999,7.78
1288,-12.752,7.729
1288,-12.823,7.727
1288,-12.873,7.747999999999999
1288,-12.94,7.739
1288,-12.992,7.697
1288,-13.062999999999999,7.641
1288,-13.157,7.562
1288,-13.177,7.577000000000001
1288,-13.264000000000001,7.496
1288,-13.322000000000001,7.445
1288,-13.365,7.4239999999999995
1288,-13.5,7.3839999999999995
1288,-13.614,7.367000000000001
1288,-13.69,7.337000000000001
1288,-13.765,7.291
1288,-13.815999999999999,7.267
1288,-13.901,7.229
1288,-13.972000000000001,7.23
1288,-14.050999999999998,7.197
1288,-14.09,7.14
1288,-14.125,7.129
1288,-14.187000000000001,7.098
1288,-14.265999999999998,7.066
1288,-14.350999999999999,7.087000000000001
1288,-14.412,7.087999999999999
1288,-14.501,7.096
1288,-14.584000000000001,7.108
1288,-14.638,7.0889999999999995
1288,-14.681,7.047000000000001
1288,-14.725,7.09
1288,-14.797,7.178
1288,-14.856,7.235
1288,-14.89,7.166
1288,-14.946,7.082000000000001
1288,-14.987,7.02
1288,-15.088,7.026
1288,-15.142999999999999,7.002999999999999
1288,-15.243,6.99
1288,-15.296,6.997999999999999
1288,-15.356,6.947
1288,-15.390999999999998,6.928
1288,-15.442,6.907
1288,-15.46,6.865
1288,-15.537,6.813
1288,-15.604000000000001,6.776
1288,-15.67,6.739
1288,-15.765999999999998,6.667999999999999
1288,-15.867,6.6339999999999995
1288,-15.943,6.566
1288,-16.012999999999998,6.511
1288,-16.114,6.504
1288,-16.215999999999998,6.485
1288,-16.296,6.468
1288,-16.347,6.425
1288,-16.437,6.371
1288,-16.525,6.35
1288,-16.597,6.331
1288,-16.653,6.308
1288,-16.718,6.297999999999999
1288,-16.815,6.287999999999999
1288,-16.905,6.29
1288,-16.993,6.307
1288,-17.054000000000002,6.352
1288,-17.14,6.38
1288,-17.199,6.435
