person_id,x,y
1376,41.47,-22.095
1376,41.437,-22.043
1376,41.364,-21.953
1376,41.288,-21.847
1376,41.253,-21.705
1376,41.173,-21.577
1376,41.052,-21.519
1376,40.917,-21.454
1376,40.778,-21.382
1376,40.646,-21.269
1376,40.535,-21.141
1376,40.425,-21.026
1376,40.311,-20.877
1376,40.199,-20.785
1376,40.093,-20.701
1376,39.913,-20.627
1376,39.812,-20.583
1376,39.684,-20.464
1376,39.528,-20.325
1376,39.382,-20.202
1376,39.232,-20.102
1376,39.079,-19.994
1376,38.948,-19.902
1376,38.832,-19.822
1376,38.724,-19.759
1376,38.604,-19.685
1376,38.512,-19.626
1376,38.408,-19.541
1376,38.291,-19.454
1376,38.166,-19.393
1376,37.962,-19.318
1376,37.811,-19.23
1376,37.681,-19.142
1376,37.586,-19.085
1376,37.434,-19.004
1376,37.342,-18.937
1376,37.337,-18.906
1376,37.233,-18.847
1376,37.088,-18.793
1376,36.983,-18.74
1376,36.863,-18.698
1376,36.738,-18.637
1376,36.666,-18.592
1376,36.547,-18.547
1376,36.418,-18.498
1376,36.31,-18.452
1376,36.23,-18.431
1376,36.138,-18.418
1376,36.042,-18.375
1376,35.954,-18.326
1376,35.806,-18.299
1376,35.685,-18.272
1376,35.517,-18.238
1376,35.417,-18.197
1376,35.308,-18.171
1376,35.228,-18.16
1376,35.132,-18.147
1376,35.012,-18.117
1376,34.93,-18.088
1376,34.789,-18.074
1376,34.693,-18.05
1376,34.571,-18.05
1376,34.455,-18.019
1376,34.371,-17.978
1376,34.26,-17.947
1376,34.146,-17.928
1376,34.039,-17.911
1376,33.806,-18.055
1376,33.532,-18.168
1376,33.348,-18.121
1376,33.239,-18.014
1376,33.077,-17.987
1376,32.954,-17.865
1376,32.811,-17.895
1376,32.686,-17.874
1376,32.53,-17.9
1376,32.341,-17.923
1376,32.215,-17.837
1376,32.138,-17.757
1376,32.075,-17.706
1376,31.845,-17.658
1376,31.556,-17.583
1376,31.446,-17.5
1376,31.223,-17.409
1376,31.102,-17.425
1376,30.965,-17.417
1376,30.775,-17.282
1376,30.648,-17.214
1376,30.45,-17.146
1376,30.312,-17.155
1376,30.17,-17.113
1376,30.024,-17.045
1376,29.893,-16.947
1376,29.781,-16.942
1376,29.607,-16.95
1376,29.486,-16.898
1376,29.381,-16.848
1376,29.182,-16.724
1376,29.031,-16.652
1376,28.938,-16.706
1376,28.806,-16.651
1376,28.589,-16.555
1376,28.512,-16.518
1376,28.375,-16.489
1376,28.296,-16.421
1376,28.185,-16.35
1376,28.077,-16.326
1376,27.929,-16.307
1376,27.784,-16.253
1376,27.651,-16.215
1376,27.518,-16.205
1376,27.362,-16.18
1376,27.245,-16.125
1376,27.098,-16.068
1376,26.948,-16.016
1376,26.756,-15.937
1376,26.61,-15.868
1376,26.469,-15.794
1376,26.316,-15.727
1376,26.154,-15.672
1376,25.983,-15.619
1376,25.799,-15.521
1376,25.642,-15.504
1376,25.378,-15.455
1376,25.284,-15.463
1376,25.339,-15.419
1376,25.261,-15.267
1376,25.075,-15.249
1376,24.916,-15.214
1376,24.791,-15.192
1376,24.617,-15.125
1376,24.473,-15.111
1376,24.283,-15.075
1376,24.149,-15.083
1376,23.875,-15.051
1376,23.733,-15.001
1376,23.618,-14.968
1376,23.461,-14.891
1376,23.427,-14.941
1376,23.287,-14.843
1376,23.109,-14.745
1376,23,-14.668
1376,22.771,-14.599
1376,22.652,-14.58
1376,22.544,-14.564
1376,22.352,-14.513
1376,22.258,-14.504
1376,22.148,-14.471
1376,21.939,-14.355
1376,21.818,-14.275
1376,21.669,-14.223
1376,21.503,-14.198
1376,21.36,-14.167
1376,21.166,-14.119
1376,21.06,-14.084
1376,20.899,-14.017
1376,20.778,-13.945
1376,20.677,-13.866
1376,20.533,-13.799
1376,20.424,-13.75
1376,20.276,-13.707
1376,20.132,-13.652
1376,19.98,-13.588
1376,19.86,-13.556
1376,19.728,-13.476
1376,19.575,-13.399
1376,19.41,-13.315
1376,19.363,-13.237
1376,19.229,-13.158
1376,19.124,-13.091
1376,19.034,-13.035
1376,18.925,-12.957
1376,18.763,-12.898
1376,18.587,-12.834
1376,18.352,-12.762
1376,18.191,-12.679
1376,18.107,-12.602
1376,18.061,-12.519
1376,17.925,-12.352
1376,17.816,-12.217
1376,17.618,-12.082
1376,17.466,-11.984
1376,17.352,-11.921
1376,17.164,-11.84
1376,17.041,-11.751
1376,16.905,-11.633
1376,16.743,-11.623
1376,16.615,-11.529
1376,16.567,-11.432
1376,16.488,-11.326
1376,16.461,-11.137
1376,16.379,-11.027
1376,16.207,-10.911
1376,16.09,-10.749
1376,15.96,-10.615
1376,15.848,-10.43
1376,15.774,-10.297
1376,15.663,-10.138
1376,15.548,-9.991
1376,15.475,-9.923
1376,15.341,-9.773
1376,15.226,-9.704
1376,15.095,-9.508
1376,15.014,-9.41
1376,14.901,-9.253
1376,14.8,-9.086
1376,14.727,-8.969
1376,14.658,-8.854
1376,14.576,-8.715
1376,14.478,-8.602
1376,14.337,-8.464
1376,14.234,-8.374
1376,14.154,-8.264
1376,14.035,-8.185
1376,13.908,-8.099
1376,13.846,-7.993
1376,13.736,-7.845
1376,13.658,-7.731
1376,13.571,-7.632
1376,13.507,-7.534
1376,13.426,-7.453
1376,13.409,-7.386
1376,13.246,-7.28
1376,13.138,-7.171
1376,13.036,-7.053
1376,12.94,-6.947
1376,12.821,-6.846
1376,12.676,-6.719
1376,12.563,-6.64
1376,12.473,-6.649
1376,12.391,-6.541
1376,12.208,-6.392
1376,11.995,-6.223
1376,11.805,-6.09
1376,11.674,-6.007
1376,11.533,-5.893
1376,11.414,-5.763
1376,11.372,-5.65
1376,11.287,-5.507
1376,11.117,-5.345
1376,10.985,-5.199
1376,10.906,-5.088
1376,10.809,-4.968
1376,10.753,-4.913
1376,10.639,-4.821
1376,10.496,-4.651
1376,10.372,-4.54
1376,10.254,-4.446
1376,10.119,-4.283
1376,9.96,-4.118
1376,9.915,-4.028
1376,9.88,-3.955
1376,9.816,-3.86
1376,9.726,-3.769
1376,9.653,-3.688
1376,9.562,-3.545
1376,9.465,-3.394
1376,9.387,-3.278
1376,9.248,-3.126
1376,9.091,-2.982
1376,8.996,-2.853
1376,8.899,-2.731
1376,8.751,-2.583
1376,8.59,-2.493
1376,8.498,-2.412
1376,8.331,-2.32
1376,8.223,-2.175
1376,8.143,-2.063
1376,8.068,-1.979
1376,7.94,-1.887
1376,7.791,-1.823
1376,7.615,-1.695
1376,7.491,-1.618
1376,7.35,-1.594
1376,7.227,-1.609
1376,7.119,-1.612
1376,7.037,-1.55
1376,6.874,-1.448
1376,6.725,-1.379
1376,6.556,-1.287
1376,6.402,-1.22
1376,6.213,-1.113
1376,6.05,-1.033
1376,5.92,-0.956
1376,5.788,-0.887
1376,5.657,-0.794
1376,5.509,-0.73
1376,5.39,-0.695
1376,5.274,-0.639
1376,5.164,-0.558
1376,5.057,-0.458
1376,4.967,-0.34
1376,4.791,-0.195
1376,4.623,-0.062
1376,4.508,0.008
1376,4.328,0.088
1376,4.174,0.136
1376,4.039,0.253
1376,3.84,0.323
1376,3.676,0.388
1376,3.506,0.518
1376,3.348,0.616
1376,3.179,0.741
1376,3.084,0.822
1376,2.998,0.962
1376,2.858,1.089
1376,2.763,1.151
1376,2.637,1.248
1376,2.507,1.32
1376,2.397,1.411
1376,2.286,1.497
1376,2.113,1.592
1376,1.947,1.677
1376,1.777,1.762
1376,1.628,1.799
1376,1.467,1.847
1376,1.353,1.888
1376,1.204,1.991
1376,1.067,2.029
1376,1.058,2.131
1376,0.726,2.047
1376,0.561,2.114
1376,0.397,2.15
1376,0.227,2.15
1376,0.076,2.173
1376,-0.042,2.057
1376,-0.179,2.026
1376,-0.312,2.107
1376,-0.451,2.16
1376,-0.543,2.191
1376,-0.733,2.207
1376,-0.907,2.294
1376,-1.086,2.344
1376,-1.332,2.382
1376,-1.467,2.408
1376,-1.575,2.405
1376,-1.722,2.411
1376,-1.814,2.418
1376,-1.946,2.394
1376,-2.201,2.302
1376,-2.351,2.236
1376,-2.473,2.262
1376,-2.586,2.341
1376,-2.641,2.512
1376,-2.743,2.802
1376,-2.918,2.88
1376,-3.084,2.896
1376,-3.266,2.871
1376,-3.362,2.862
1376,-3.476,2.878
1376,-3.592,2.925
1376,-3.744,2.97
1376,-3.897,3.003
1376,-4.117,3.039
1376,-4.301,3.058
1376,-4.392,3.074
1376,-4.526,3.067
1376,-4.658,3.05
1376,-4.798,3.042
1376,-4.941,3.08
1376,-5.075,3.13
1376,-5.245,3.12
1376,-5.383,3.166
1376,-5.531,3.25
1376,-5.635,3.236
1376,-5.81,3.274
1376,-5.981,3.285
1376,-6.14,3.311
1376,-6.335,3.32
1376,-6.555,3.34
1376,-6.74,3.373
1376,-6.857,3.359
1376,-6.966,3.346
1376,-7.114,3.379
1376,-7.252,3.411
1376,-7.389,3.422
1376,-7.477,3.406
1376,-7.535,3.377
1376,-7.627,3.387
1376,-7.862,3.533
1376,-7.982,3.539
1376,-8.072,3.519
1376,-8.229,3.544
1376,-8.437,3.497
1376,-8.585,3.459
1376,-8.744,3.452
1376,-8.968,3.441
1376,-9.126,3.524
1376,-9.304,3.553
1376,-9.475,3.533
1376,-9.68,3.541
1376,-9.883,3.695
1376,-10.057,3.75
1376,-10.233,3.816
1376,-10.364,3.845
1376,-10.506,3.857
1376,-10.587,3.815
1376,-10.734,3.822
1376,-10.878,3.823
1376,-11.014,3.814
1376,-11.203,3.829
1376,-11.366,3.866
1376,-11.541,3.904
1376,-11.757,3.975
1376,-11.901,4.001
1376,-11.995,4.028
1376,-12.126,4.058
1376,-12.26,4.067
1376,-12.438,4.094
1376,-12.56,4.073
1376,-12.657,4.093
1376,-12.788,4.096
1376,-12.945,4.06
1376,-13.149,4.055
1376,-13.323,4.076
1376,-13.459,4.125
1376,-13.603,4.152
1376,-13.739,4.164
1376,-13.856,4.191
1376,-14.034,4.216
1376,-14.161,4.262
1376,-14.301,4.291
1376,-14.42,4.314
1376,-14.553,4.327
1376,-14.689,4.373
1376,-14.793,4.431
1376,-14.943,4.5
1376,-15.108,4.453
1376,-15.212,4.454
1376,-15.362,4.432
1376,-15.456,4.424
1376,-15.576,4.409
1376,-15.73,4.462
1376,-15.849,4.565
1376,-16.038,4.612
1376,-16.192,4.64
1376,-16.373,4.637
1376,-16.521,4.66
1376,-16.68,4.757
1376,-16.874,4.793
1376,-17.044,4.829
1376,-17.2,4.916
1376,-17.375,4.893
1376,-17.483,4.936
1376,-17.686,4.904
1376,-17.797,4.947
1376,-17.933,4.906
1376,-18.099,4.772
1376,-18.208,4.795
1376,-18.308,4.819
1376,-18.413,4.885
1376,-18.55,4.919
1376,-18.717,4.927
1376,-18.907,4.902
1376,-19.103,4.91
1376,-19.307,4.967
1376,-19.435,4.999
1376,-19.565,5.005
1376,-19.622,5.059
1376,-19.693,5.104
1376,-19.78,5.128
1376,-19.952,5.108
1376,-20.147,5.058
1376,-20.292,5.018
1376,-20.463,4.953
1376,-20.571,4.912
1376,-20.666,4.953
1376,-20.808,4.971
1376,-20.976,4.982
1376,-21.094,5.004
1376,-21.237,5.028
1376,-21.357,5.06
1376,-21.498,5.065
1376,-21.594,5.028
1376,-21.761,4.948
1376,-22.053,4.824
1376,-22.211,4.693
1376,-22.39,4.629
1376,-22.584,4.563
1376,-22.795,4.558
1376,-22.912,4.508
1376,-23.066,4.488
1376,-23.219,4.472
1376,-23.359,4.517
1376,-23.53,4.576
1376,-23.7,4.592
1376,-23.82,4.618
1376,-24.045,4.586
1376,-24.279,4.542
1376,-24.454,4.518
1376,-24.626,4.478
1376,-24.767,4.409
1376,-24.917,4.428
1376,-25.032,4.392
1376,-25.112,4.312
1376,-25.253,4.259
1376,-25.373,4.223
1376,-25.533,4.216
1376,-25.651,4.213
