person_id,x,y
683,1.002,8.545
683,1.0,8.501
683,0.9590000000000001,8.397
683,0.922,8.264
683,0.9059999999999999,8.169
683,0.924,8.027000000000001
683,0.935,7.907
683,0.9420000000000001,7.801
683,0.935,7.693
683,0.987,7.5329999999999995
683,1.044,7.361000000000001
683,1.094,7.223
683,1.133,7.047999999999999
683,1.167,6.961
683,1.183,6.882999999999999
683,1.214,6.778
683,1.2329999999999999,6.705
683,1.2570000000000001,6.643
683,1.305,6.58
683,1.358,6.474
683,1.392,6.349
683,1.3630000000000002,6.274
683,1.381,6.171
683,1.43,6.077999999999999
683,1.501,5.966
683,1.55,5.87
683,1.5759999999999998,5.787999999999999
683,1.578,5.697
683,1.608,5.5729999999999995
683,1.6219999999999999,5.492000000000001
683,1.666,5.406000000000001
683,1.7480000000000002,5.282
683,1.817,5.142
683,1.9709999999999999,5.0280000000000005
683,2.177,4.9719999999999995
683,2.302,4.906000000000001
683,2.4219999999999997,4.811
683,2.552,4.657
683,2.6180000000000003,4.55
683,2.682,4.433
683,2.728,4.35
683,2.747,4.204
683,2.705,4.172
683,2.7,4.082
683,2.716,3.96
683,2.766,3.8369999999999997
683,2.8289999999999997,3.717
683,2.917,3.613
683,2.9789999999999996,3.516
683,3.012,3.4530000000000003
683,3.0239999999999996,3.3989999999999996
683,3.057,3.3480000000000003
683,3.096,3.275
683,3.13,3.173
683,3.141,3.08
683,3.162,2.998
683,3.178,2.905
683,3.2110000000000003,2.7939999999999996
683,3.235,2.721
683,3.2539999999999996,2.6260000000000003
683,3.2569999999999997,2.568
683,3.267,2.499
683,3.3339999999999996,2.404
683,3.372,2.325
683,3.385,2.265
683,3.39,2.22
683,3.4210000000000003,2.095
683,3.443,1.9680000000000002
683,3.4789999999999996,1.9
683,3.5589999999999997,1.797
683,3.6,1.696
683,3.6489999999999996,1.597
683,3.665,1.571
683,3.7239999999999998,1.495
683,3.775,1.3969999999999998
683,3.766,1.314
683,3.86,1.2570000000000001
683,3.918,1.178
683,4.048,1.035
683,4.169,1.07
683,4.263,0.941
683,4.301,0.857
683,4.423,0.805
683,4.468,0.738
683,4.532,0.6579999999999999
683,4.6419999999999995,0.588
683,4.725,0.488
683,4.817,0.40299999999999997
683,4.8919999999999995,0.307
683,4.966,0.226
683,5.0680000000000005,0.14400000000000002
683,5.144,0.061
683,5.237,-0.033
683,5.311,-0.10800000000000001
683,5.37,-0.17600000000000002
683,5.43,-0.22699999999999998
683,5.51,-0.293
683,5.5729999999999995,-0.35
683,5.638999999999999,-0.409
683,5.723,-0.474
683,5.816,-0.527
683,5.912999999999999,-0.623
683,6.019,-0.713
683,6.103,-0.807
683,6.175,-0.912
683,6.2170000000000005,-1.006
683,6.278,-1.067
683,6.349,-1.145
683,6.381,-1.226
683,6.421,-1.33
683,6.485,-1.421
683,6.544,-1.5419999999999998
683,6.611000000000001,-1.626
683,6.766,-1.722
683,6.875,-1.831
683,6.9239999999999995,-1.932
683,6.968999999999999,-2.013
683,6.997000000000001,-2.053
683,7.0329999999999995,-2.1109999999999998
683,7.207999999999999,-2.146
683,7.332000000000001,-2.231
683,7.472,-2.355
683,7.575,-2.529
683,7.632000000000001,-2.6310000000000002
683,7.638999999999999,-2.681
683,7.723,-2.786
683,7.819,-2.8760000000000003
683,7.8420000000000005,-2.905
683,7.893,-2.932
683,7.931,-2.985
683,8.007,-3.05
683,8.052999999999999,-3.103
683,8.142999999999999,-3.228
683,8.2,-3.34
683,8.273,-3.4189999999999996
683,8.325,-3.4960000000000004
683,8.381,-3.597
683,8.455,-3.702
683,8.541,-3.786
683,8.651,-3.8169999999999997
683,8.771,-3.87
683,8.844,-3.948
683,8.874,-4.001
683,8.916,-4.055
683,8.952,-4.135
683,9.061,-4.221
683,9.115,-4.3180000000000005
683,9.165,-4.352
683,9.243,-4.406000000000001
683,9.277999999999999,-4.459
683,9.301,-4.496
683,9.36,-4.543
683,9.408,-4.675
683,9.475,-4.798
683,9.515,-4.851
683,9.604,-4.953
683,9.702,-4.999
683,9.812999999999999,-5.09
683,9.883,-5.165
683,9.927999999999999,-5.247999999999999
683,9.974,-5.307
683,10.061,-5.385
683,10.169,-5.46
683,10.236,-5.516
683,10.32,-5.564
683,10.411,-5.6
683,10.492,-5.666
683,10.585999999999999,-5.723
683,10.66,-5.814
683,10.749,-5.864
683,10.828,-5.946000000000001
683,10.907,-5.942
683,10.939,-5.994
683,11.030999999999999,-6.026
683,11.128,-6.093
683,11.254000000000001,-6.172000000000001
683,11.345,-6.26
683,11.413,-6.332999999999999
683,11.478,-6.375
683,11.573,-6.457000000000001
683,11.675,-6.525
683,11.773,-6.587000000000001
683,11.875,-6.681
683,12.004000000000001,-6.727
683,12.102,-6.807
683,12.157,-6.858
683,12.252,-6.937
683,12.323,-6.981
683,12.415999999999999,-7.05
683,12.527000000000001,-7.146
683,12.607000000000001,-7.202999999999999
683,12.681,-7.256
683,12.735,-7.275
683,12.808,-7.306
683,12.898,-7.369
683,12.964,-7.455
683,13.008,-7.507000000000001
683,13.093,-7.572
683,13.14,-7.648
683,13.177,-7.716
683,13.24,-7.801
683,13.297,-7.89
683,13.362,-7.965
683,13.419,-8.04
683,13.484000000000002,-8.124
683,13.530999999999999,-8.184
683,13.58,-8.253
683,13.654000000000002,-8.339
683,13.679,-8.4
683,13.742,-8.471
683,13.79,-8.596
683,13.819,-8.691
683,13.889000000000001,-8.792
683,13.939,-8.88
683,13.997,-8.979
683,14.085,-9.061
683,14.151,-9.122
683,14.242,-9.175
683,14.284,-9.218
683,14.380999999999998,-9.314
683,14.434000000000001,-9.381
683,14.536,-9.458
683,14.593,-9.552
683,14.669,-9.616
683,14.739,-9.753
683,14.796,-9.877
683,14.85,-9.97
683,14.935,-10.071
683,14.99,-10.201
683,15.017999999999999,-10.106
683,15.189,-10.225
683,15.265,-10.263
683,15.311,-10.311
683,15.39,-10.392000000000001
683,15.450999999999999,-10.492
683,15.547,-10.624
683,15.609000000000002,-10.677999999999999
683,15.695,-10.775
683,15.706,-10.821
683,15.786,-10.912
683,15.862,-10.972999999999999
683,15.949000000000002,-11.017000000000001
683,16.023,-11.08
683,16.134,-11.134
683,16.217,-11.145999999999999
683,16.293,-11.182
683,16.405,-11.218
683,16.46,-11.258
683,16.521,-11.305
683,16.579,-11.357999999999999
683,16.653,-11.415999999999999
683,16.715,-11.495
683,16.777,-11.597000000000001
683,16.845,-11.690999999999999
683,16.918,-11.767000000000001
683,16.993,-11.824000000000002
683,17.085,-11.889000000000001
683,17.2,-11.942
683,17.282,-11.994000000000002
683,17.38,-12.049000000000001
683,17.451,-12.088
683,17.891,-12.184000000000001
683,18.016,-12.247
683,18.105999999999998,-12.25
683,18.17,-12.286
683,18.235,-12.363
683,18.314,-12.468
683,18.416,-12.571
683,18.534000000000002,-12.620999999999999
